Cia	Prj	Parte_Prj	Nivel	Valor	ValorAcumulado	Nivel1	Nivel2	Nivel3	Nivel4	Nivel5	Proyecto
Sp	31199	0010	1	0.00	0.00	31199.0010 -  03 - Fabricación					Sp-31199.0010
Sp	31199	0010	3	919.92	919.92	31199.0010 -  03 - Fabricación	    31199.0010 - Subproyecto - 919,92€	        624317.0010 (Operación) - 919,92€			Sp-31199.0010
Sp	31199	0010	3	5099.92	5099.92	31199.0010 -  03 - Fabricación	    31199.0010 - Subproyecto - 5.099,92€	        624317.0010 (Operación) - 5.099,92€			Sp-31199.0010
Sp	31199	0010	3	4663.84	4663.84	31199.0010 -  03 - Fabricación	    31199.0010 - Subproyecto - 4.663,84€	        624317.0010 (Operación) - 4.663,84€			Sp-31199.0010
Sp	31199	0010	3	32839.38	32839.38	31199.0010 -  03 - Fabricación	    31199.0010 - Subproyecto - 32.839,38€	        624317.0010 (Operación) - 32.839,38€			Sp-31199.0010
Sp	31199	0010	3	72.00	72.00	31199.0010 -  03 - Fabricación	    31199.0010 - Subproyecto - 72,00€	        66009 (Recep OC) - 72,00€			Sp-31199.0010
Sp	31199	0010	3	19973.44	19973.44	31199.0010 -  03 - Fabricación	    31199.0010 - Subproyecto - 19.973,44€	        624317.0010 (Operación) - 19.973,44€			Sp-31199.0010
Sp	31199	0010	3	1260.00	1260.00	31199.0010 -  03 - Fabricación	    31199.0010 - Subproyecto - 1.260,00€	        66003 (Recep OC) - 1.260,00€			Sp-31199.0010
Sp	31199	0010	3	1260.00	1260.00	31199.0010 -  03 - Fabricación	    31199.0010 - Subproyecto - 1.260,00€	        66003 (Recep OC) - 1.260,00€			Sp-31199.0010
Sp	31199	0010	3	1260.00	1260.00	31199.0010 -  03 - Fabricación	    31199.0010 - Subproyecto - 1.260,00€	        66003 (Recep OC) - 1.260,00€			Sp-31199.0010
Sp	31199	0010	3	1890.00	1890.00	31199.0010 -  03 - Fabricación	    31199.0010 - Subproyecto - 1.890,00€	        66003 (Recep OC) - 1.890,00€			Sp-31199.0010
Sp	31199	0010	3	630.00	630.00	31199.0010 -  03 - Fabricación	    31199.0010 - Subproyecto - 630,00€	        66003 (Recep OC) - 630,00€			Sp-31199.0010
Sp	31199	0020	1	0.00	0.00	31199.0020 -  03 - Fabricación					Sp-31199.0020
Sp	31199	0020	3	10563.68	10563.68	31199.0020 -  03 - Fabricación	    31199.0020 - Subproyecto - 10.563,68€	        624318.0020 (Operación) - 10.563,68€			Sp-31199.0020
Sp	31199	0020	3	6012.84	6012.84	31199.0020 -  03 - Fabricación	    31199.0020 - Subproyecto - 6.012,84€	        624318.0020 (Operación) - 6.012,84€			Sp-31199.0020
Sp	31199	0030	1	0.00	0.00	31199.0030 -  03 - Fabricación					Sp-31199.0030
Sp	31199	0030	3	36.62	36.62	31199.0030 -  03 - Fabricación	    31199.0030 - Subproyecto - 36,62€	        624319.0030 (Operación) - 36,62€			Sp-31199.0030
Sp	31199	0030	3	23163.76	23163.76	31199.0030 -  03 - Fabricación	    31199.0030 - Subproyecto - 23.163,76€	        624319.0030 (Operación) - 23.163,76€			Sp-31199.0030
Sp	31199	0040	1	0.00	0.00	31199.0040 -  03 - Fabricación					Sp-31199.0040
Sp	31199	0040	3	9481.80	9481.80	31199.0040 -  03 - Fabricación	    31199.0040 - Subproyecto - 9.481,80€	        66001 (Recep OC) - 9.481,80€			Sp-31199.0040
Sp	31199	0040	3	6321.20	6321.20	31199.0040 -  03 - Fabricación	    31199.0040 - Subproyecto - 6.321,20€	        66001 (Recep OC) - 6.321,20€			Sp-31199.0040
Sp	31199	0040	3	6321.20	6321.20	31199.0040 -  03 - Fabricación	    31199.0040 - Subproyecto - 6.321,20€	        66001 (Recep OC) - 6.321,20€			Sp-31199.0040
Sp	31199	0040	3	6321.20	6321.20	31199.0040 -  03 - Fabricación	    31199.0040 - Subproyecto - 6.321,20€	        66001 (Recep OC) - 6.321,20€			Sp-31199.0040
Sp	31199	0040	3	3160.60	3160.60	31199.0040 -  03 - Fabricación	    31199.0040 - Subproyecto - 3.160,60€	        66001 (Recep OC) - 3.160,60€			Sp-31199.0040
Sp	31199	0040	3	160.00	160.00	31199.0040 -  03 - Fabricación	    31199.0040 - Subproyecto - 160,00€	        66008 (Recep OC) - 160,00€			Sp-31199.0040
Sp	31199	0040	3	4152.19	4152.19	31199.0040 -  03 - Fabricación	    31199.0040 - Subproyecto - 4.152,19€	        624320.0040 (Operación) - 4.152,19€			Sp-31199.0040
Sp	31199	0050	1	0.00	0.00	31199.0050 -  03 - Fabricación					Sp-31199.0050
Sp	31199	0050	3	1218.00	1218.00	31199.0050 -  03 - Fabricación	    31199.0050 - Subproyecto - 1.218,00€	        66070 (Recep OC) - 1.218,00€			Sp-31199.0050
Sp	31199	0060	1	0.00	0.00	31199.0060 -  03 - Fabricación					Sp-31199.0060
Sp	31199	0060	3	4059.00	4059.00	31199.0060 -  03 - Fabricación	    31199.0060 - Subproyecto - 4.059,00€	        55000 (Recep OC) - 4.059,00€			Sp-31199.0060
Sp	31199	0060	3	2736.00	2736.00	31199.0060 -  03 - Fabricación	    31199.0060 - Subproyecto - 2.736,00€	        66007 (Recep OC) - 2.736,00€			Sp-31199.0060
Sp	31199	0060	3	3111.20	3111.20	31199.0060 -  03 - Fabricación	    31199.0060 - Subproyecto - 3.111,20€	        66031 (Recep OC) - 3.111,20€			Sp-31199.0060
Sp	31199	0060	3	2216.03	2216.03	31199.0060 -  03 - Fabricación	    31199.0060 - Subproyecto - 2.216,03€	        634332.0060 (Operación) - 2.216,03€			Sp-31199.0060
Sp	31199	0060	3	1795.40	1795.40	31199.0060 -  03 - Fabricación	    31199.0060 - Subproyecto - 1.795,40€	        66067 (Recep OC) - 1.795,40€			Sp-31199.0060
Sp	31199	0060	3	458.40	458.40	31199.0060 -  03 - Fabricación	    31199.0060 - Subproyecto - 458,40€	        66069 (Recep OC) - 458,40€			Sp-31199.0060
Sp	31199	0060	3	2524.50	2524.50	31199.0060 -  03 - Fabricación	    31199.0060 - Subproyecto - 2.524,50€	        55000 (Recep OC) - 2.524,50€			Sp-31199.0060
Sp	31199	0060	3	1361.15	1361.15	31199.0060 -  03 - Fabricación	    31199.0060 - Subproyecto - 1.361,15€	        66032 (Recep OC) - 1.361,15€			Sp-31199.0060
Sp	31199	0060	3	5280.00	5280.00	31199.0060 -  03 - Fabricación	    31199.0060 - Subproyecto - 5.280,00€	        55000 (Recep OC) - 5.280,00€			Sp-31199.0060
Sp	31199	0060	3	429.00	429.00	31199.0060 -  03 - Fabricación	    31199.0060 - Subproyecto - 429,00€	        55000 (Recep OC) - 429,00€			Sp-31199.0060
Sp	31199	0060	3	2524.50	2524.50	31199.0060 -  03 - Fabricación	    31199.0060 - Subproyecto - 2.524,50€	        55000 (Recep OC) - 2.524,50€			Sp-31199.0060
Sp	31199	0060	3	10404.00	10404.00	31199.0060 -  03 - Fabricación	    31199.0060 - Subproyecto - 10.404,00€	        66000 (Recep OC) - 10.404,00€			Sp-31199.0060
Sp	31199	0060	3	20808.00	20808.00	31199.0060 -  03 - Fabricación	    31199.0060 - Subproyecto - 20.808,00€	        66000 (Recep OC) - 20.808,00€			Sp-31199.0060
Sp	31199	0060	3	20808.00	20808.00	31199.0060 -  03 - Fabricación	    31199.0060 - Subproyecto - 20.808,00€	        66000 (Recep OC) - 20.808,00€			Sp-31199.0060
Sp	31199	0060	3	20808.00	20808.00	31199.0060 -  03 - Fabricación	    31199.0060 - Subproyecto - 20.808,00€	        66000 (Recep OC) - 20.808,00€			Sp-31199.0060
Sp	31199	0060	3	31212.00	31212.00	31199.0060 -  03 - Fabricación	    31199.0060 - Subproyecto - 31.212,00€	        66000 (Recep OC) - 31.212,00€			Sp-31199.0060
Sp	31199	0060	3	2524.50	2524.50	31199.0060 -  03 - Fabricación	    31199.0060 - Subproyecto - 2.524,50€	        55000 (Recep OC) - 2.524,50€			Sp-31199.0060
Sp	31199	0070	1	0.00	0.00	31199.0070 -  03 - Fabricación					Sp-31199.0070
Sp	31199	0070	3	0.00	0.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 0,00€	        105301 (Estándar) - 0,00€			Sp-31199.0070
Sp	31199	0070	3	26.00	26.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 26,00€	        104676 (Estándar) - 26,00€			Sp-31199.0070
Sp	31199	0070	3	56.00	56.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 56,00€	        66029 (Recep OC) - 56,00€			Sp-31199.0070
Sp	31199	0070	3	463.61	463.61	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 463,61€	        66028 (Recep OC) - 463,61€			Sp-31199.0070
Sp	31199	0070	3	0.00	0.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 0,00€	        02M01-4-11 (Rec.Plan. OF) - 0,00€			Sp-31199.0070
Sp	31199	0070	3	38.00	38.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 38,00€	        44020 (Recep OC) - 38,00€			Sp-31199.0070
Sp	31199	0070	3	35.00	35.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 35,00€	        44019 (Recep OC) - 35,00€			Sp-31199.0070
Sp	31199	0070	3	26.00	26.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 26,00€	        104676 (Estándar) - 26,00€			Sp-31199.0070
Sp	31199	0070	3	14.55	14.55	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 14,55€	        105301 (Estándar) - 14,55€			Sp-31199.0070
Sp	31199	0070	3	1.20	1.20	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 1,20€	        101404 (Estándar) - 1,20€			Sp-31199.0070
Sp	31199	0070	3	1.10	1.10	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 1,10€	        101472 (Estándar) - 1,10€			Sp-31199.0070
Sp	31199	0070	3	126.25	126.25	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 126,25€	        66025 (Recep OC) - 126,25€			Sp-31199.0070
Sp	31199	0070	3	28.50	28.50	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 28,50€	        44016 (Recep OC) - 28,50€			Sp-31199.0070
Sp	31199	0070	3	60.00	60.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 60,00€	        44015 (Recep OC) - 60,00€			Sp-31199.0070
Sp	31199	0070	3	630.00	630.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 630,00€	        44014 (Recep OC) - 630,00€			Sp-31199.0070
Sp	31199	0070	3	64.00	64.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 64,00€	        44018 (Recep OC) - 64,00€			Sp-31199.0070
Sp	31199	0070	3	0.00	0.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 0,00€	        685-00-000-1 (Rec.Plan. OF) - 0,00€			Sp-31199.0070
Sp	31199	0070	3	262.50	262.50	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 262,50€	        66046 (Recep OC) - 262,50€			Sp-31199.0070
Sp	31199	0070	3	15.00	15.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 15,00€	        44025 (Recep OC) - 15,00€			Sp-31199.0070
Sp	31199	0070	3	72.00	72.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 72,00€	        44010 (Recep OC) - 72,00€			Sp-31199.0070
Sp	31199	0070	3	116.00	116.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 116,00€	        44033 (Recep OC) - 116,00€			Sp-31199.0070
Sp	31199	0070	3	10252.64	10252.64	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 10.252,64€	        634333.0070 (Operación) - 10.252,64€			Sp-31199.0070
Sp	31199	0070	3	581.00	581.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 581,00€	        44032 (Recep OC) - 581,00€			Sp-31199.0070
Sp	31199	0070	3	387.00	387.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 387,00€	        44031 (Recep OC) - 387,00€			Sp-31199.0070
Sp	31199	0070	3	721.00	721.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 721,00€	        44030 (Recep OC) - 721,00€			Sp-31199.0070
Sp	31199	0070	3	696.00	696.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 696,00€	        44029 (Recep OC) - 696,00€			Sp-31199.0070
Sp	31199	0070	3	1974.00	1974.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 1.974,00€	        44028 (Recep OC) - 1.974,00€			Sp-31199.0070
Sp	31199	0070	3	5648.00	5648.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 5.648,00€	        C725-00-000-1 (Recep OC) - 5.648,00€			Sp-31199.0070
Sp	31199	0070	3	41.90	41.90	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 41,90€	        66066 (Recep OC) - 41,90€			Sp-31199.0070
Sp	31199	0070	3	2386.00	2386.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 2.386,00€	        C9000-01M01-1-10 (Transfer. Stock) - 2.386,00€			Sp-31199.0070
Sp	31199	0070	3	225.00	225.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 225,00€	        66056 (Recep OC) - 225,00€			Sp-31199.0070
Sp	31199	0070	3	0.00	0.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 0,00€	        735-00-000-1 (Rec.Plan. OF) - 0,00€			Sp-31199.0070
Sp	31199	0070	3	40.80	40.80	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 40,80€	        66047 (Recep OC) - 40,80€			Sp-31199.0070
Sp	31199	0070	3	110.00	110.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 110,00€	        44026 (Recep OC) - 110,00€			Sp-31199.0070
Sp	31199	0070	3	44.00	44.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 44,00€	        44022 (Recep OC) - 44,00€			Sp-31199.0070
Sp	31199	0070	3	1482.00	1482.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 1.482,00€	        44009 (Recep OC) - 1.482,00€			Sp-31199.0070
Sp	31199	0070	3	1464.00	1464.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 1.464,00€	        MOD11908 (Recep OC) - 1.464,00€			Sp-31199.0070
Sp	31199	0070	3	0.00	0.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 0,00€	        596-00-000-1 (Rec.Plan. OF) - 0,00€			Sp-31199.0070
Sp	31199	0070	3	0.00	0.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 0,00€	        310-00-000-1 (Rec.Plan. OF) - 0,00€			Sp-31199.0070
Sp	31199	0070	3	0.00	0.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 0,00€	        580-00-000-1 (Rec.Plan. OF) - 0,00€			Sp-31199.0070
Sp	31199	0070	3	0.00	0.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 0,00€	        520-00-000-1 (Rec.Plan. OF) - 0,00€			Sp-31199.0070
Sp	31199	0070	3	0.00	0.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 0,00€	        530-00-000-1 (Rec.Plan. OF) - 0,00€			Sp-31199.0070
Sp	31199	0070	3	0.00	0.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 0,00€	        510-01-000-1 (Rec.Plan. OF) - 0,00€			Sp-31199.0070
Sp	31199	0070	3	0.00	0.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 0,00€	        410-00-000-1 (Rec.Plan. OF) - 0,00€			Sp-31199.0070
Sp	31199	0070	3	0.00	0.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 0,00€	        680-00-000-1 (Rec.Plan. OF) - 0,00€			Sp-31199.0070
Sp	31199	0070	3	0.00	0.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 0,00€	        480-00-000-1 (Rec.Plan. OF) - 0,00€			Sp-31199.0070
Sp	31199	0070	3	0.00	0.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 0,00€	        420-00-000-1 (Rec.Plan. OF) - 0,00€			Sp-31199.0070
Sp	31199	0070	3	0.00	0.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 0,00€	        180/280-00-000-1 (Rec.Plan. OF) - 0,00€			Sp-31199.0070
Sp	31199	0070	3	0.00	0.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 0,00€	        110/210-00-0001 (Rec.Plan. OF) - 0,00€			Sp-31199.0070
Sp	31199	0070	3	0.00	0.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 0,00€	        130/230-00-0001 (Rec.Plan. OF) - 0,00€			Sp-31199.0070
Sp	31199	0070	3	0.00	0.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 0,00€	        120/220-00-0001 (Rec.Plan. OF) - 0,00€			Sp-31199.0070
Sp	31199	0070	3	0.00	0.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 0,00€	        597-00-000-1 (Rec.Plan. OF) - 0,00€			Sp-31199.0070
Sp	31199	0070	3	0.00	0.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 0,00€	        430-00-000-1 (Rec.Plan. OF) - 0,00€			Sp-31199.0070
Sp	31199	0070	3	0.00	0.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 0,00€	        585-00-000-1 (Rec.Plan. OF) - 0,00€			Sp-31199.0070
Sp	31199	0070	3	0.00	0.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 0,00€	        415-00-000-1 (Rec.Plan. OF) - 0,00€			Sp-31199.0070
Sp	31199	0070	3	0.00	0.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 0,00€	        330-00-000-1 (Rec.Plan. OF) - 0,00€			Sp-31199.0070
Sp	31199	0070	3	0.00	0.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 0,00€	        397-00-000-1 (Rec.Plan. OF) - 0,00€			Sp-31199.0070
Sp	31199	0070	3	0.00	0.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 0,00€	        610-00-00-1 (Rec.Plan. OF) - 0,00€			Sp-31199.0070
Sp	31199	0070	3	1056.40	1056.40	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 1.056,40€	        137081 (Recep OC) - 1.056,40€			Sp-31199.0070
Sp	31199	0070	3	8580.00	8580.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 8.580,00€	        C595-00-000-1 (Recep OC) - 8.580,00€			Sp-31199.0070
Sp	31199	0070	3	8580.00	8580.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 8.580,00€	        C395-00-000-1 (Recep OC) - 8.580,00€			Sp-31199.0070
Sp	31199	0070	3	0.00	0.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 0,00€	        300-00-000-1 (Rec.Plan. OF) - 0,00€			Sp-31199.0070
Sp	31199	0070	3	1036.00	1036.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 1.036,00€	        44000 (Recep OC) - 1.036,00€			Sp-31199.0070
Sp	31199	0070	3	0.00	0.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 0,00€	        396-00-000-1 (Rec.Plan. OF) - 0,00€			Sp-31199.0070
Sp	31199	0070	3	0.00	0.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 0,00€	        780-00-000-1 (Rec.Plan. OF) - 0,00€			Sp-31199.0070
Sp	31199	0070	3	0.00	0.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 0,00€	        320-00-000-1 (Rec.Plan. OF) - 0,00€			Sp-31199.0070
Sp	31199	0070	3	0.00	0.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 0,00€	        780-00-000-1 (Rec.Plan. OF) - 0,00€			Sp-31199.0070
Sp	31199	0070	3	42.80	42.80	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 42,80€	        99025 (Recep OC) - 42,80€			Sp-31199.0070
Sp	31199	0070	3	0.00	0.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 0,00€	        380-00-000-1 (Rec.Plan. OF) - 0,00€			Sp-31199.0070
Sp	31199	0070	3	10452.00	10452.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 10.452,00€	        C495-00-000-1 (Recep OC) - 10.452,00€			Sp-31199.0070
Sp	31199	0070	3	0.00	0.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 0,00€	        620-00-00-1 (Rec.Plan. OF) - 0,00€			Sp-31199.0070
Sp	31199	0070	4	148.44	148.44	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 148,44€	        634333.0070 (Operación) - 10.252,64€	            99036 (Recep OC) - 148,44€		Sp-31199.0070
Sp	31199	0070	4	6.40	6.40	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 6,40€	        634333.0070 (Operación) - 10.252,64€	            142171 (Recep OC) - 6,40€		Sp-31199.0070
Sp	31199	0070	4	1187.70	1187.70	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 1.187,70€	        634333.0070 (Operación) - 10.252,64€	            143194 (Recep OC) - 1.187,70€		Sp-31199.0070
Sp	31199	0070	4	43.32	43.32	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 43,32€	        634333.0070 (Operación) - 10.252,64€	            144772 (Recep OC) - 43,32€		Sp-31199.0070
Sp	31199	0070	4	53.50	53.50	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 53,50€	        634333.0070 (Operación) - 10.252,64€	            99023 (Recep OC) - 53,50€		Sp-31199.0070
Sp	31199	0070	4	53.50	53.50	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 53,50€	        634333.0070 (Operación) - 10.252,64€	            99024 (Recep OC) - 53,50€		Sp-31199.0070
Sp	31199	0070	4	48.08	48.08	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 48,08€	        634333.0070 (Operación) - 10.252,64€	            116414 (Estándar) - 48,08€		Sp-31199.0070
Sp	31199	0070	4	0.96	0.96	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 0,96€	        634333.0070 (Operación) - 10.252,64€	            99034 (Recep OC) - 0,96€		Sp-31199.0070
Sp	31199	0070	4	114.84	114.84	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 114,84€	        634333.0070 (Operación) - 10.252,64€	            99005 (Recep OC) - 114,84€		Sp-31199.0070
Sp	31199	0070	4	6.30	6.30	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 6,30€	        634333.0070 (Operación) - 10.252,64€	            103133 (Estándar) - 6,30€		Sp-31199.0070
Sp	31199	0070	4	43.32	43.32	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 43,32€	        634333.0070 (Operación) - 10.252,64€	            144772 (Recep OC) - 43,32€		Sp-31199.0070
Sp	31199	0070	4	85.60	85.60	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 85,60€	        634333.0070 (Operación) - 10.252,64€	            99044 (Recep OC) - 85,60€		Sp-31199.0070
Sp	31199	0070	4	42.80	42.80	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 42,80€	        634333.0070 (Operación) - 10.252,64€	            99020 (Recep OC) - 42,80€		Sp-31199.0070
Sp	31199	0070	4	42.80	42.80	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 42,80€	        634333.0070 (Operación) - 10.252,64€	            99020 (Recep OC) - 42,80€		Sp-31199.0070
Sp	31199	0070	4	-42.80	-42.80	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - -42,80€	        634333.0070 (Operación) - 10.252,64€	            99020 (Recep OC) - -42,80€		Sp-31199.0070
Sp	31199	0070	4	42.80	42.80	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 42,80€	        634333.0070 (Operación) - 10.252,64€	            99020 (Recep OC) - 42,80€		Sp-31199.0070
Sp	31199	0070	4	43.32	43.32	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 43,32€	        634333.0070 (Operación) - 10.252,64€	            144772 (Recep OC) - 43,32€		Sp-31199.0070
Sp	31199	0070	4	892.38	892.38	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 892,38€	        634333.0070 (Operación) - 10.252,64€	            141139 (Recep OC) - 892,38€		Sp-31199.0070
Sp	31199	0070	4	297.46	297.46	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 297,46€	        634333.0070 (Operación) - 10.252,64€	            141139 (Recep OC) - 297,46€		Sp-31199.0070
Sp	31199	0070	4	148.44	148.44	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 148,44€	        634333.0070 (Operación) - 10.252,64€	            99036 (Recep OC) - 148,44€		Sp-31199.0070
Sp	31199	0070	4	-297.46	-297.46	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - -297,46€	        634333.0070 (Operación) - 10.252,64€	            141139 (Recep OC) - -297,46€		Sp-31199.0070
Sp	31199	0070	4	6242.00	6242.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 6.242,00€	        634333.0070 (Operación) - 10.252,64€	            C585-00-000-1 (Recep OC) - 6.242,00€		Sp-31199.0070
Sp	31199	0070	4	148.44	148.44	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 148,44€	        634333.0070 (Operación) - 10.252,64€	            99036 (Recep OC) - 148,44€		Sp-31199.0070
Sp	31199	0070	4	53.50	53.50	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 53,50€	        634333.0070 (Operación) - 10.252,64€	            99031 (Recep OC) - 53,50€		Sp-31199.0070
Sp	31199	0070	4	9.64	9.64	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 9,64€	        634333.0070 (Operación) - 10.252,64€	            99060 (Recep OC) - 9,64€		Sp-31199.0070
Sp	31199	0070	4	609.90	609.90	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 609,90€	        634333.0070 (Operación) - 10.252,64€	            143189 (Recep OC) - 609,90€		Sp-31199.0070
Sp	31199	0070	4	72.76	72.76	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 72,76€	        634333.0070 (Operación) - 10.252,64€	            141912 (Recep OC) - 72,76€		Sp-31199.0070
Sp	31199	0070	4	318.86	318.86	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 318,86€	        634333.0070 (Operación) - 10.252,64€	            141276 (Recep OC) - 318,86€		Sp-31199.0070
Sp	31199	0070	4	305.01	305.01	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 305,01€	        634333.0070 (Operación) - 10.252,64€	            141143 (Transfer. Stock) - 305,01€		Sp-31199.0070
Sp	31199	0070	4	7.92	7.92	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 7,92€	        634333.0070 (Operación) - 10.252,64€	            130905 (Recep OC) - 7,92€		Sp-31199.0070
Sp	31199	0070	4	6.00	6.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 6,00€	        634333.0070 (Operación) - 10.252,64€	            103123 (Estándar) - 6,00€		Sp-31199.0070
